Event,Name,Pid,Particle_px,Particle_py,Particle_pz,Particle_E,Particle_pT
396,pi0,111,-0.0506438,0.343952,39.8695,39.8713,0.347661
397,pi0,111,0.44501,0.0704193,4.45927,4.48401,0.450547
398,pi-,-211,0.0488315,-0.0138574,8.93814,8.93937,0.0507596
399,pi-,-211,-0.245457,0.0843273,12.5094,12.5129,0.259539
400,pi0,111,-0.0237479,0.180554,1.02583,1.05057,0.182109
401,pi0,111,-0.723129,-0.190037,35.5451,35.5532,0.747683
402,pi-,-211,0.194528,0.25684,4.98496,4.99731,0.322193
403,pi0,111,-0.403202,-0.338398,10.604,10.6179,0.526389
404,pi-,-211,-0.0304084,-0.0361631,10.9706,10.9716,0.0472487
405,pi-,-211,0.212996,-0.209047,4.95848,4.96942,0.298442
406,pi-,-211,0.0980387,0.0749295,2.14075,2.14884,0.123394
407,pi0,111,-0.447621,-0.0940696,9.40451,9.41659,0.457399
408,pi-,-211,0.152568,0.0709529,15.1909,15.1925,0.16826
409,pi-,-211,-0.334693,0.151052,9.49538,9.5035,0.367201
410,pi0,111,0.132501,-0.367478,15.3046,15.3102,0.390636
411,pi-,-211,0.554921,0.153183,7.38551,7.40923,0.575676
412,pi-,-211,0.104928,-0.0401952,5.13269,5.13582,0.112364
413,pi-,-211,-0.196626,0.406548,11.8896,11.8989,0.4516
414,pi-,-211,-0.232454,-0.411512,9.95203,9.96422,0.472628
415,pi-,-211,0.256904,0.0764449,35.6656,35.6669,0.268036
416,pi0,111,0.22596,0.104239,4.08833,4.09812,0.248845
417,pi0,111,-0.0459927,-0.144071,4.62207,4.62652,0.151234
418,pi-,-211,-0.144288,0.110888,9.52143,9.52419,0.181976
419,pi-,-211,0.184337,0.0337644,3.03384,3.04283,0.187403
420,pi-,-211,-0.444429,-0.380132,22.3186,22.3266,0.584823
421,pi0,111,0.152695,0.0972061,1.78134,1.79559,0.181011
422,pi0,111,-0.198884,-0.0888232,2.97746,2.98847,0.217818
423,pi0,111,-0.0680193,0.21677,28.0353,28.0366,0.227191
424,pi-,-211,0.349577,-0.324835,30.0932,30.0973,0.477202
425,pi-,-211,0.321695,-0.00373138,6.48562,6.49509,0.321716
426,pi-,-211,-0.202813,-0.0910322,40.0602,40.0611,0.222306
427,pi-,-211,-0.0280806,0.175577,10.7002,10.7026,0.177808
428,pi-,-211,0.0795262,-0.249795,9.94818,9.95261,0.262148
429,pi0,111,-0.0819439,-0.191937,4.76969,4.77616,0.208698
430,pi0,111,0.352246,-0.32507,30.215,30.2191,0.479321
431,pi0,111,-0.171667,0.667363,16.7194,16.7342,0.689089
432,pi0,111,0.0528168,-0.0123566,17.952,17.9526,0.054243
433,pi-,-211,0.00188275,0.0767154,1.06628,1.07811,0.0767385
434,pi-,-211,0.0515188,0.0520484,0.804382,0.819678,0.0732341
435,pi-,-211,-0.506445,0.00848641,15.6248,15.6336,0.506516
436,pi-,-211,0.17437,0.335036,9.71855,9.72689,0.377696
437,pi0,111,0.0281334,-0.150343,2.47754,2.48592,0.152952
438,pi-,-211,0.000781458,0.279166,7.58238,7.5888,0.279167
439,pi-,-211,0.348483,0.0507982,14.495,14.5,0.352166
440,pi-,-211,0.00656726,0.0704715,13.5849,13.5858,0.0707768
441,pi-,-211,-0.145029,0.141769,29.8928,29.8938,0.20281
442,pi-,-211,-0.582354,-0.00319932,46.1838,46.1877,0.582363
443,pi-,-211,0.330714,-0.173039,32.0211,32.0236,0.373248
444,pi-,-211,-0.0684136,0.00642792,5.37473,5.37698,0.0687149
445,pi0,111,-0.654465,0.103317,48.3465,48.3512,0.66257
446,pi-,-211,0.115661,-0.34317,17.2982,17.3025,0.362137
447,pi-,-211,-0.187336,-0.0793494,8.46984,8.47343,0.203448
448,pi-,-211,-0.123869,0.276242,20.8718,20.8745,0.302743
449,pi-,-211,0.227675,-0.389895,15.2051,15.2124,0.451502
450,pi-,-211,-0.125491,0.441843,7.30541,7.32117,0.459318
451,pi-,-211,-0.225945,-0.205333,16.4463,16.4497,0.305307
452,pi-,-211,0.186193,0.580367,20.5148,20.5243,0.609503
453,pi-,-211,-0.132655,-0.0816969,31.5541,31.5548,0.155794
454,pi-,-211,0.144054,-0.241097,9.77444,9.77947,0.280854
455,pi0,111,0.404467,-0.0512334,6.63221,6.6461,0.407699
456,pi0,111,0.0098947,-0.15281,1.5093,1.52304,0.15313
457,pi-,-211,-0.158248,0.0824692,23.6773,23.6783,0.178448
458,pi0,111,0.496692,0.222683,19.7312,19.7392,0.544325
459,pi-,-211,-0.0783445,-0.137166,2.56614,2.57478,0.157963
460,pi-,-211,-0.107503,0.226724,2.64556,2.66109,0.250919
461,pi0,111,0.0913718,0.268096,6.43364,6.44128,0.283238
462,pi-,-211,-0.079246,0.0895259,13.426,13.4273,0.119561
463,pi-,-211,0.137948,0.167735,32.1108,32.1119,0.217174
464,pi-,-211,-0.109469,0.20184,17.2007,17.2028,0.229615
465,pi0,111,0.193188,0.0100711,3.6608,3.66839,0.19345
466,pi-,-211,-0.0939607,-0.3064,7.07705,7.08567,0.320483
467,pi0,111,0.136263,0.0766718,16.7126,16.7139,0.156353
468,pi-,-211,-0.161989,0.000262464,7.5771,7.58011,0.161989
469,pi-,-211,-0.462478,0.0200272,28.4802,28.4843,0.462912
470,pi-,-211,-0.141308,0.261453,2.93305,2.95137,0.297197
471,pi-,-211,0.0642703,-0.205433,5.24084,5.24712,0.215251
472,pi-,-211,0.57228,0.0476317,10.7082,10.7245,0.574259
473,pi-,-211,-0.188466,0.0615166,11.9575,11.96,0.198252
474,pi-,-211,-0.316254,-0.173496,12.7153,12.7212,0.360718
475,pi-,-211,-0.265009,-0.0693576,2.47906,2.49805,0.273935
476,pi-,-211,0.0292303,0.242867,18.4435,18.4457,0.24462
477,pi-,-211,-0.241892,0.042732,13.534,13.5369,0.245638
478,pi-,-211,0.21582,-0.16057,4.1436,4.15466,0.269
479,pi0,111,0.0855256,0.0883137,1.90535,1.91408,0.122939
480,pi-,-211,-0.0102972,-0.0736459,14.3547,14.3555,0.0743623
481,pi-,-211,0.173258,0.257701,25.0502,25.0526,0.310528
482,pi-,-211,0.551548,-0.104173,26.4113,26.4176,0.5613
483,pi0,111,-0.364798,0.278737,35.0575,35.0608,0.459099
484,pi0,111,0.304188,-0.255693,40.0941,40.0963,0.397378
485,pi-,-211,0.520874,0.0287852,16.916,16.9246,0.521669
486,pi-,-211,-0.242497,-0.277663,11.6793,11.686,0.368648
487,pi0,111,-0.251115,0.126087,9.37144,9.37662,0.280992
488,pi-,-211,-0.540105,-0.0742016,37.6459,37.6501,0.545178
489,pi-,-211,-0.330665,0.211281,17.8441,17.8489,0.392402
490,pi-,-211,0.0387858,-0.0132576,3.58045,3.5834,0.040989
491,pi-,-211,0.0252929,0.153753,31.0589,31.0596,0.15582
492,pi-,-211,0.0843258,-0.00737255,4.09248,4.09574,0.0846475
493,pi-,-211,0.250045,-0.0161338,13.4481,13.4512,0.250564
494,pi-,-211,-0.074906,0.0280373,5.37789,5.3803,0.0799812
495,pi0,111,0.278076,0.337275,15.1282,15.1351,0.437128
496,pi0,111,-0.0568981,-0.195188,9.17395,9.1772,0.203312
497,pi0,111,-0.472602,-0.16658,24.3499,24.3554,0.5011
498,pi0,111,0.101771,0.0676168,3.26838,3.27344,0.122186
499,pi-,-211,0.0890323,0.187232,32.3661,32.3671,0.207322
500,pi-,-211,0.275277,-0.108331,2.88101,2.89952,0.295826
501,pi-,-211,0.326332,0.166166,10.322,10.3294,0.366202
502,pi-,-211,0.296496,-0.223588,12.4731,12.4794,0.371351
503,pi-,-211,-0.118269,-0.267242,4.67391,4.68512,0.292243
504,pi-,-211,-0.221848,-0.107606,15.1905,15.1932,0.246568
505,pi0,111,0.246389,-0.409775,12.7942,12.8038,0.478145
506,pi0,111,0.196964,-0.361718,5.89281,5.90872,0.411868
507,pi-,-211,-0.235088,-0.217482,10.1041,10.1102,0.320257
508,pi-,-211,-0.0706481,0.0954486,12.1989,12.2003,0.11875
509,pi-,-211,0.271794,0.11199,9.30263,9.30832,0.293962
510,pi0,111,-0.264421,-0.0971577,9.7239,9.72892,0.281706
511,pi-,-211,-0.270426,-0.0340534,34.2025,34.2039,0.272562
512,pi-,-211,-0.250843,-0.0305798,27.9444,27.9459,0.2527
513,pi-,-211,0.269965,-0.10673,3.91511,3.92834,0.290297
514,pi0,111,-0.0537688,0.0587427,3.35714,3.3608,0.0796353
515,pi-,-211,-0.544633,-0.263922,11.1664,11.1836,0.60521
516,pi-,-211,-0.0854568,0.113902,2.1578,2.16699,0.142396
517,pi-,-211,-0.132739,0.180227,7.58868,7.59327,0.223833
518,pi0,111,-0.0180851,0.0321251,4.6109,4.61302,0.0368659
519,pi-,-211,0.272659,-0.163956,12.5963,12.6011,0.318158
520,pi0,111,-0.303483,0.0617862,26.7519,26.754,0.309709
521,pi-,-211,0.0404661,-0.223807,23.1049,23.1065,0.227436
522,pi-,-211,0.0549554,-0.0875195,6.98665,6.98881,0.103343
523,pi-,-211,0.0659331,0.0896499,1.68539,1.69482,0.111285
524,pi-,-211,0.234372,-0.18927,12.3975,12.402,0.301253
525,pi0,111,-0.184179,0.0720453,29.26,29.261,0.197769
526,pi-,-211,0.308684,-0.221586,2.48861,2.52131,0.379982
527,pi-,-211,0.0979445,0.135847,13.4743,13.476,0.167474
528,pi0,111,0.0363133,0.129562,26.9067,26.9073,0.134554
529,pi0,111,-0.339844,0.623154,22.8728,22.8843,0.709799
530,pi-,-211,0.363838,0.243032,4.85416,4.87584,0.437542
531,pi0,111,-0.118611,0.0792774,8.12862,8.13099,0.142666
532,pi-,-211,0.0601058,0.123468,7.75644,7.75891,0.137321
533,pi-,-211,-0.29122,-0.157549,3.96688,3.98312,0.331105
534,pi-,-211,0.252082,-0.167414,46.6194,46.6206,0.30261
535,pi-,-211,0.391888,0.0796598,28.907,28.9101,0.399902
536,pi-,-211,-0.0154217,0.094426,25.6081,25.6086,0.095677
537,pi-,-211,0.411568,0.581547,19.8647,19.878,0.71245
538,pi-,-211,0.200484,0.413312,4.40845,4.43451,0.45937
539,pi0,111,-0.260774,0.405897,27.9764,27.9809,0.482448
540,pi0,111,-0.22284,-0.423067,27.3136,27.3182,0.478167
541,pi-,-211,0.110803,0.0687639,38.5969,38.5974,0.130406
542,pi-,-211,0.277643,-0.0467814,23.5278,23.5299,0.281556
543,pi-,-211,0.045848,0.0310112,6.40613,6.40789,0.055351
544,pi-,-211,-0.300178,-0.0633602,13.3633,13.3676,0.306792
545,pi0,111,0.0431975,0.183492,1.83097,1.84559,0.188509
546,pi0,111,-0.164881,-0.06858,2.94197,2.95048,0.178575
547,pi0,111,-0.0653624,-0.0473969,31.6456,31.646,0.0807385
548,pi-,-211,0.139587,0.265121,23.8079,23.8102,0.299622
549,pi0,111,0.048502,0.157375,2.4486,2.45784,0.16468
550,pi0,111,0.000931627,0.231561,18.8216,18.8235,0.231563
551,pi-,-211,-0.0837457,0.152194,20.9635,20.9647,0.173713
552,pi-,-211,-0.141938,-0.0645892,4.45925,4.46416,0.155943
553,pi-,-211,-0.0660496,-0.228893,1.42164,1.44821,0.238232
554,pi0,111,-0.18884,-0.164263,4.43546,4.44456,0.250285
555,pi0,111,-0.435567,-0.141248,8.00811,8.02233,0.457897
556,pi0,111,-0.218751,0.0295927,19.0598,19.0615,0.220743
557,pi0,111,-0.0805351,0.417289,13.5961,13.6034,0.42499
558,pi-,-211,-0.00352627,-0.345117,6.84429,6.8544,0.345135
559,pi-,-211,0.0338795,0.103615,12.5629,12.5642,0.109014
560,pi-,-211,-0.203989,-0.25326,4.4403,4.45438,0.325196
561,pi0,111,-0.234117,0.166119,46.0524,46.0535,0.287065
562,pi-,-211,-0.237607,0.127182,10.4949,10.4993,0.269504
563,pi0,111,-0.197352,-0.151209,22.6674,22.6692,0.24862
564,pi-,-211,0.0494713,-0.120711,6.49483,6.49764,0.130455
565,pi-,-211,-0.440367,0.474803,43.9178,43.9228,0.647581
566,pi-,-211,-0.00959915,0.0583659,22.9078,22.9083,0.05915
567,pi0,111,-0.265037,0.18937,18.3772,18.3806,0.325739
568,pi-,-211,0.108046,0.241287,14.3309,14.334,0.264374
569,pi-,-211,0.389134,-0.094245,26.7241,26.7274,0.400384
570,pi-,-211,-0.681903,0.145626,14.7006,14.7178,0.697279
571,pi-,-211,0.107173,-0.0219751,1.65802,1.66748,0.109403
572,pi0,111,0.30334,-0.0347069,3.96624,3.98026,0.305319
573,pi-,-211,-0.239634,-0.250032,5.6122,5.62461,0.346324
574,pi-,-211,0.103106,-0.498274,38.3424,38.346,0.50883
575,pi0,111,-0.0466159,-0.159469,0.778692,0.807579,0.166143
576,pi-,-211,-0.230822,0.0301494,5.98478,5.99094,0.232782
577,pi-,-211,-0.0673383,0.0758094,1.7104,1.71908,0.101398
578,pi-,-211,-0.329711,-0.0546329,8.54185,8.54952,0.334207
579,pi-,-211,0.0138479,-0.045144,6.26477,6.2665,0.0472202
580,pi0,111,-0.00893286,0.142963,6.01649,6.01971,0.143242
581,pi0,111,0.0336958,0.337827,25.3174,25.32,0.339504
582,pi-,-211,-0.377164,0.015537,3.88991,3.91067,0.377484
583,pi-,-211,-0.00919827,0.334631,8.6738,8.68138,0.334757
584,pi-,-211,0.0371788,0.162024,10.6542,10.6565,0.166235
585,pi0,111,-0.10013,0.243967,5.2988,5.30707,0.263716
586,pi-,-211,-0.318963,-0.406501,3.4007,3.44256,0.516702
587,pi-,-211,0.0865988,-0.308453,11.2987,11.3041,0.320378
588,pi-,-211,0.135746,0.398611,20.705,20.7098,0.421091
589,pi-,-211,-0.0670024,-0.0450962,3.85535,3.85872,0.080765
590,pi-,-211,-0.62291,-0.19553,34.5685,34.575,0.652877
591,pi0,111,0.333918,-0.262538,3.2197,3.2504,0.424767
592,pi-,-211,0.0506004,-0.175235,8.42593,8.42906,0.182395
593,pi-,-211,0.0790481,-0.253357,3.5476,3.56025,0.265402
594,pi0,111,0.338112,0.189324,6.40493,6.41806,0.387509
595,pi0,111,0.398342,-0.0678019,24.5646,24.5683,0.404071
596,pi-,-211,-0.0477016,0.229306,13.0974,13.1003,0.234215
597,pi-,-211,-0.228227,-0.0265044,8.60488,8.60908,0.229761
598,pi0,111,-0.273682,0.246046,4.00951,4.02863,0.368023
599,pi0,111,-0.209305,-0.00534178,38.7759,38.7767,0.209373
600,pi-,-211,0.177338,-0.274007,33.1468,33.1487,0.326387
601,pi0,111,0.0351174,0.0559083,21.1495,21.15,0.0660225
602,pi0,111,-0.12967,0.156498,10.7181,10.7209,0.203239
603,pi0,111,0.321602,0.129436,36.9396,36.9415,0.346672
604,pi0,111,-0.156143,-0.298733,2.92706,2.94949,0.337078
605,pi-,-211,-0.294136,-0.282647,11.8264,11.8343,0.407928
606,pi0,111,-0.0671477,0.00913341,19.3299,19.3305,0.0677661
607,pi-,-211,-0.602003,0.0806511,40.681,40.6858,0.607382
608,pi-,-211,0.0352908,-0.400963,11.797,11.8047,0.402513
609,pi-,-211,0.040763,0.196185,33.3437,33.3446,0.200375
610,pi0,111,0.310679,0.39839,18.842,18.8493,0.505209
611,pi0,111,0.560937,0.263534,40.5709,40.5758,0.619758
612,pi-,-211,0.166209,0.185731,10.5507,10.5545,0.249241
613,pi-,-211,0.140215,-0.0482766,7.98472,7.98731,0.148293
614,pi-,-211,0.22335,0.27942,10.571,10.5779,0.357716
615,pi-,-211,-0.188578,0.0329362,1.97082,1.98501,0.191433
616,pi-,-211,-0.107647,0.254524,12.3513,12.3552,0.276352
617,pi0,111,-0.522899,0.0338971,28.5688,28.5739,0.523996
618,pi-,-211,-0.129494,-0.153392,9.9757,9.9787,0.200743
619,pi-,-211,0.0631565,-0.0316493,1.7048,1.71196,0.0706429
620,pi-,-211,0.0609669,-0.0748475,10.312,10.3134,0.0965356
621,pi0,111,-0.466231,0.0574204,12.4985,12.5081,0.469753
622,pi-,-211,-0.142318,0.00321661,1.38845,1.40269,0.142355
623,pi-,-211,0.358953,0.307944,19.2729,19.2792,0.472945
624,pi0,111,-0.299777,0.197877,16.456,16.4605,0.359196
625,pi-,-211,0.140444,-0.0928756,8.65822,8.66098,0.168376
626,pi0,111,-0.201682,0.197258,14.7468,14.7501,0.282111
627,pi-,-211,-0.388132,0.43012,39.599,39.6035,0.579353
628,pi-,-211,0.147365,0.459122,17.2651,17.2724,0.482193
629,pi-,-211,0.104137,0.564378,6.63953,6.66574,0.573906
630,pi-,-211,-0.352318,-0.102551,7.40407,7.41447,0.36694
631,pi0,111,0.0801148,0.0795266,20.734,20.7347,0.112884
632,pi-,-211,-0.430608,-0.0606394,4.02563,4.05145,0.434857
633,pi0,111,0.300794,-0.283072,37.9414,37.9439,0.413046
634,pi-,-211,0.070373,0.376299,16.0854,16.0906,0.382823
635,pi0,111,-0.188271,-0.180797,6.28383,6.29069,0.261024
636,pi0,111,-0.198799,-0.395119,20.0159,20.0213,0.442312
637,pi0,111,-0.197974,0.107194,5.98042,5.98618,0.225132
638,pi0,111,0.109413,0.270314,7.24773,7.25485,0.291618
639,pi-,-211,0.148437,0.357169,27.6563,27.6593,0.386786
640,pi-,-211,-0.139897,0.27547,19.7094,19.7124,0.308958
641,pi0,111,0.163294,-0.240005,8.91084,8.91659,0.290289
642,pi-,-211,-0.311741,0.199687,6.40528,6.41748,0.370213
643,pi0,111,0.0598016,-0.300221,5.74408,5.75382,0.306119
644,pi-,-211,-0.543644,0.154494,16.6895,16.6996,0.56517
645,pi0,111,-0.294236,0.228856,15.2547,15.2599,0.37276
646,pi-,-211,-0.0260558,-0.210401,15.4123,15.4144,0.212008
647,pi-,-211,-0.287972,0.351021,48.1178,48.1202,0.45403
648,pi0,111,0.504886,0.0116796,19.9817,19.9886,0.505021
649,pi-,-211,0.156132,-0.0680991,39.1278,39.1284,0.170337
650,pi-,-211,-0.146109,0.0927034,17.9184,17.9197,0.173037
651,pi0,111,-0.297085,-0.259873,32.9863,32.989,0.394706
652,pi0,111,0.0799543,0.0961293,5.82995,5.83285,0.125034
653,pi-,-211,-0.19527,-0.119312,22.795,22.7965,0.228835
654,pi0,111,-0.175147,-0.162453,33.1423,33.1435,0.238887
655,pi-,-211,-0.0745236,0.280942,28.5811,28.583,0.290658
656,pi0,111,-0.403074,-0.022164,1.59253,1.64843,0.403682
657,pi0,111,0.0547896,0.164742,11.6539,11.656,0.173614
658,pi-,-211,0.44658,0.0519474,26.0673,26.0716,0.449591
659,pi0,111,0.00737784,-0.263738,32.3509,32.3523,0.263842
660,pi0,111,-0.51162,0.172597,20.9371,20.9445,0.539949
661,pi-,-211,-0.0312233,0.220287,9.74527,9.74881,0.222489
662,pi-,-211,0.254778,0.198168,15.3425,15.3465,0.322773
663,pi-,-211,-0.064863,0.125307,2.91435,2.9211,0.141099
664,pi-,-211,-0.314992,0.0106573,5.51993,5.53069,0.315173
665,pi-,-211,-0.0478631,0.167406,14.1211,14.1228,0.174114
666,pi0,111,0.0526059,-0.0147837,6.79993,6.80149,0.0546437
667,pi-,-211,-0.443242,-0.415727,28.054,28.0609,0.607694
668,pi-,-211,-0.0194476,-0.107136,27.6441,27.6447,0.108887
669,pi-,-211,-0.330728,-0.651844,17.4363,17.4522,0.730945
670,pi-,-211,0.146688,0.561243,10.1949,10.2123,0.580096
671,pi-,-211,-0.37648,0.162183,26.893,26.8965,0.409927
672,pi0,111,0.19789,0.162996,10.735,10.7389,0.256375
673,pi-,-211,0.138185,-0.230705,16.8601,16.8628,0.268923
674,pi-,-211,-0.163324,0.449283,22.8803,22.8857,0.478048
675,pi-,-211,0.182713,-0.196242,10.2893,10.2938,0.268132
676,pi-,-211,-0.18541,-0.265098,7.2765,7.28503,0.323502
677,pi0,111,0.393047,0.1934,14.9868,14.9938,0.438052
678,pi-,-211,-0.193212,0.129572,4.28127,4.28985,0.232636
679,pi0,111,-0.00993523,0.112552,9.3758,9.37745,0.112989
680,pi-,-211,0.191985,0.364406,11.5607,11.5689,0.411886
681,pi-,-211,0.0415371,-0.0977967,17.4213,17.4222,0.106252
682,pi-,-211,-0.0825377,0.159264,3.59288,3.60006,0.179381
683,pi-,-211,-0.193845,-0.513456,12.5271,12.5398,0.548829
684,pi0,111,-0.166845,0.166811,34.188,34.189,0.235931
685,pi0,111,0.22585,-0.163356,3.55568,3.56914,0.278736
686,pi-,-211,0.292411,-0.174853,13.9604,13.9653,0.340702
687,pi0,111,0.160392,0.0916699,1.91438,1.92801,0.18474
688,pi-,-211,-0.00374084,0.207279,10.8027,10.8056,0.207313
689,pi-,-211,-0.160344,-0.0392269,2.08836,2.09952,0.165072
690,pi0,111,-0.0598749,-0.0371418,8.70555,8.70688,0.0704593
691,pi0,111,-0.0393684,0.206864,16.5721,16.574,0.210577
692,pi0,111,0.367389,0.0836388,18.2316,18.236,0.376789
693,pi-,-211,-0.186455,0.275936,3.48733,3.50597,0.333026
694,pi-,-211,0.0202092,-0.0603975,0.932104,0.944645,0.0636889
695,pi0,111,-0.148261,-0.132196,31.4674,31.4683,0.198638
696,pi-,-211,0.466915,-0.0910948,23.0955,23.1008,0.475719
697,pi0,111,0.287098,-0.0126797,4.88574,4.89605,0.287378
698,pi-,-211,-0.152056,0.0954436,11.1582,11.1605,0.179528
699,pi-,-211,-0.308729,0.181911,19.0881,19.092,0.358336
700,pi0,111,0.0141635,0.553925,7.08641,7.10932,0.554106
701,pi-,-211,0.219886,0.140826,22.8363,22.8382,0.261116
702,pi0,111,0.457701,0.642148,25.8622,25.8746,0.788572
703,pi-,-211,0.171553,0.171757,27.11,27.1114,0.242757
704,pi-,-211,0.254684,0.161994,2.91405,2.93297,0.301837
705,pi-,-211,0.077805,-0.0673314,11.368,11.3693,0.102894
706,pi-,-211,-0.101181,-0.142251,17.4243,17.4257,0.174565
707,pi-,-211,0.156278,0.20423,5.52145,5.5292,0.257163
708,pi-,-211,-0.204371,0.0397372,26.1246,26.1258,0.208199
709,pi-,-211,0.0878701,-0.190564,10.3581,10.3611,0.209847
710,pi-,-211,-0.288817,0.0201792,7.23566,7.2428,0.289521
711,pi-,-211,0.100979,0.213889,11.4907,11.494,0.236527
712,pi0,111,0.282638,-0.0426562,12.0016,12.0058,0.285839
713,pi-,-211,-0.125812,0.0380374,8.56981,8.57195,0.131436
714,pi0,111,0.473353,-0.0594017,26.6423,26.6469,0.477066
715,pi0,111,-0.198666,-0.137208,23.4116,23.4132,0.241442
716,pi-,-211,0.244193,-0.00359277,8.26755,8.27233,0.24422
717,pi0,111,-0.0980339,-0.262856,38.0175,38.0188,0.280543
718,pi-,-211,0.128641,0.205135,46.6884,46.6892,0.242134
719,pi-,-211,0.436959,-0.0373892,33.1424,33.1456,0.438556
720,pi-,-211,-0.0352858,0.0529424,1.32349,1.33235,0.0636238
721,pi-,-211,0.0898646,0.13487,3.21887,3.22597,0.162066
722,pi-,-211,-0.323578,0.349707,7.98494,8.00036,0.476443
723,pi0,111,-0.167171,-0.244194,12.922,12.9261,0.295934
724,pi-,-211,0.0300965,-0.309616,27.5782,27.5803,0.311076
725,pi-,-211,-0.029312,-0.0124644,5.55533,5.55717,0.0318521
726,pi-,-211,-0.0233594,-0.0232116,1.28053,1.28854,0.0329308
727,pi-,-211,-0.00520647,-0.483746,31.8312,31.8352,0.483774
728,pi-,-211,0.459868,-0.148187,21.7611,21.7669,0.483154
729,pi-,-211,0.120517,0.255583,31.3881,31.3897,0.282572
730,pi-,-211,-0.040268,-0.188447,29.9017,29.9027,0.192701
731,pi0,111,0.291848,-0.117996,8.68861,8.69536,0.314799
732,pi0,111,-0.163955,0.113977,12.6115,12.6138,0.19968
733,pi0,111,-0.149999,0.0916037,24.3545,24.3555,0.175758
734,pi0,111,0.205242,0.340218,25.6017,25.6051,0.397332
735,pi0,111,-0.150048,0.257724,29.8569,29.8587,0.298222
736,pi-,-211,-0.121534,0.0196967,1.24831,1.2621,0.12312
737,pi-,-211,-0.191614,0.648147,28.6599,28.6683,0.675878
738,pi0,111,-0.104102,0.292095,37.9468,37.9483,0.310091
739,pi0,111,0.207107,-0.12487,18.5088,18.5109,0.241839
740,pi-,-211,0.0276375,0.0523904,25.5344,25.5349,0.0592333
741,pi0,111,-0.232991,0.434991,4.75871,4.78613,0.493459
742,pi-,-211,-0.0756723,-0.42219,14.2667,14.2739,0.428918
743,pi0,111,-0.57609,-0.236431,35.9127,35.9184,0.622719
744,pi-,-211,-0.167742,-0.101957,1.69847,1.71546,0.196297
745,pi-,-211,0.15215,0.19926,34.8229,34.824,0.250707
746,pi-,-211,-0.0422182,0.145848,3.39396,3.40022,0.151836
747,pi0,111,-0.0110578,-0.342391,4.73481,4.74911,0.34257
748,pi0,111,0.0676485,0.0881822,8.51678,8.51857,0.111141
749,pi0,111,0.166032,0.00496277,1.38905,1.40544,0.166107
750,pi-,-211,-0.0270001,0.167426,5.43943,5.44386,0.169589
751,pi0,111,0.171175,0.0156475,12.5807,12.5826,0.171888
752,pi-,-211,0.864308,0.150854,33.273,33.2849,0.877374
753,pi-,-211,-0.175093,-0.0540965,4.21068,4.21698,0.18326
754,pi-,-211,0.270978,0.109529,4.86974,4.8805,0.292277
755,pi-,-211,-0.375156,0.045013,22.8709,22.8744,0.377847
756,pi0,111,0.0384962,-0.235236,19.8954,19.8973,0.238365
757,pi0,111,0.0885594,0.0288501,20.5916,20.5923,0.0931402
758,pi0,111,-0.344907,0.0619048,18.1299,18.1338,0.350418
759,pi0,111,0.228299,0.0299593,14.5254,14.5278,0.230257
760,pi-,-211,0.214412,-0.0820851,10.9341,10.9374,0.229587
761,pi0,111,0.357707,0.0713275,6.98611,6.99693,0.36475
762,pi-,-211,-0.146238,-0.118155,23.5391,23.5403,0.188006
763,pi0,111,0.00575271,0.537546,37.217,37.2211,0.537577
764,pi-,-211,0.35098,0.00737087,43.5065,43.5081,0.351058
765,pi-,-211,0.238589,-0.303785,15.4086,15.414,0.386277
766,pi-,-211,0.0380179,-0.0474321,13.5287,13.5295,0.0607879
767,pi0,111,0.0523266,0.429606,16.6095,16.6157,0.432781
768,pi-,-211,0.268292,0.128173,41.2438,41.2452,0.297336
769,pi0,111,-0.120555,-0.00842862,3.41746,3.42226,0.120849
770,pi-,-211,-0.0912459,-0.227604,2.28221,2.29958,0.245213
771,pi0,111,-0.0759894,-0.159322,2.36196,2.37239,0.176516
772,pi-,-211,0.310742,-0.396192,19.5206,19.5276,0.503516
773,pi0,111,0.0207193,-0.380495,12.9237,12.9301,0.381058
774,pi-,-211,0.00283983,0.208785,14.5822,14.5843,0.208804
775,pi0,111,0.165019,-0.00045047,3.53706,3.54348,0.165019
776,pi-,-211,0.47855,-0.11176,6.16809,6.18921,0.491427
777,pi-,-211,0.176985,-0.291528,45.2779,45.2794,0.341046
778,pi0,111,-0.067489,-0.101271,12.052,12.0534,0.121699
779,pi0,111,0.0676731,0.09148,19.4721,19.4729,0.11379
780,pi0,111,-0.162041,-0.0958843,9.75431,9.75706,0.188284
781,pi0,111,0.206235,0.106082,4.28135,4.28976,0.231918
782,pi-,-211,0.16889,-0.251205,11.3759,11.3808,0.302701
783,pi-,-211,-0.044833,0.200982,20.0625,20.0641,0.205922
784,pi-,-211,-0.152717,0.549588,15.4846,15.4958,0.570411
785,pi0,111,0.114558,-0.157872,11.5333,11.5358,0.195057
786,pi0,111,0.09866,-0.309847,7.00678,7.01562,0.325175
787,pi-,-211,0.138202,0.176593,4.68534,4.69278,0.224243
788,pi0,111,0.0254809,-0.054628,1.63009,1.63678,0.0602785
789,pi0,111,-0.0423127,-0.219761,6.04074,6.04639,0.223797
790,pi-,-211,0.172517,0.0325019,2.52375,2.53369,0.175552
791,pi0,111,-0.143655,-0.222236,3.63175,3.64388,0.264623
