Event,Name,Pid,Particle_px,Particle_py,Particle_pz,Particle_E,Particle_pT
840,pi0,111,0.0880335,0.102159,5.71123,5.71442,0.134857
841,pi-,-211,0.615347,-0.0311413,41.718,41.7227,0.616135
842,pi-,-211,0.0212123,-0.220596,7.5803,7.58482,0.221614
843,pi0,111,-0.17447,-0.292875,29.7007,29.7029,0.340904
844,pi-,-211,-0.347671,-0.231718,43.0273,43.0295,0.417814
845,pi-,-211,-0.396917,0.458373,21.7484,21.7573,0.60634
846,pi0,111,0.0443827,0.0177335,4.18024,4.1827,0.0477943
847,pi-,-211,0.115324,0.351339,9.55999,9.56816,0.369782
848,pi-,-211,-0.217461,0.202335,11.5715,11.5762,0.297033
849,pi-,-211,-0.0232351,0.387306,19.4764,19.4807,0.388002
850,pi-,-211,0.0919902,-0.341888,7.28708,7.29701,0.354047
851,pi-,-211,0.206324,0.137634,9.37207,9.37639,0.248018
852,pi-,-211,0.117199,0.717476,11.1018,11.1265,0.726986
853,pi0,111,0.166495,-0.186858,15.447,15.4496,0.250273
854,pi0,111,-0.0778853,-0.00531758,1.96364,1.96982,0.0780667
855,pi0,111,0.109461,-0.334318,31.9822,31.9844,0.351782
856,pi-,-211,0.384674,-0.064256,29.8724,29.8753,0.390004
857,pi-,-211,-0.0922516,-0.183664,25.3094,25.3107,0.205531
858,pi0,111,0.193234,0.532069,19.8882,19.8968,0.566071
859,pi-,-211,-0.0407154,0.0615024,8.49851,8.49998,0.0737583
860,pi-,-211,-0.0821441,-0.129985,9.13606,9.13842,0.153765
861,pi-,-211,0.395705,-0.299051,37.2334,37.2369,0.495998
862,pi-,-211,0.0812387,-0.0778847,4.71132,4.71473,0.112542
863,pi-,-211,-0.270179,-0.226698,16.3101,16.3145,0.352688
864,pi-,-211,0.0738033,-0.136156,1.98831,1.99921,0.154872
865,pi-,-211,-0.0318749,-0.377234,13.8871,13.893,0.378579
866,pi-,-211,-0.0745028,0.492679,8.47772,8.4935,0.498281
867,pi0,111,-0.0665941,0.141658,7.78704,7.78978,0.156531
868,pi-,-211,-0.0849287,0.235603,33.8517,33.853,0.250443
869,pi-,-211,0.217898,0.132941,19.582,19.5842,0.25525
870,pi-,-211,-0.249959,-0.421911,26.6017,26.6066,0.490396
871,pi-,-211,-0.0246389,0.0280216,3.23702,3.24024,0.0373133
872,pi-,-211,0.127162,-0.369397,7.52885,7.54027,0.390672
873,pi0,111,0.36858,0.333571,23.2658,23.2715,0.497112
874,pi-,-211,0.0102267,0.281224,21.8028,21.8051,0.28141
875,pi0,111,-0.23917,-0.250578,3.27671,3.29773,0.346398
876,pi0,111,-0.192347,0.151238,4.82231,4.8304,0.244684
877,pi0,111,0.107111,-0.230251,30.6535,30.6548,0.253945
878,pi0,111,-0.0545348,-0.19257,35.3424,35.3433,0.200143
879,pi0,111,-0.175778,0.359404,9.17577,9.18548,0.400087
880,pi0,111,0.0788019,0.299411,9.55966,9.56562,0.309607
881,pi0,111,-0.295722,-0.106548,26.5149,26.5171,0.314331
882,pi-,-211,-0.304591,-0.290967,5.74978,5.76688,0.421233
883,pi-,-211,0.202402,0.123379,5.78616,5.7927,0.237042
884,pi-,-211,0.270891,-0.225678,38.8251,38.827,0.352579
885,pi0,111,0.082056,0.163528,15.0234,15.0251,0.182961
886,pi-,-211,-0.670898,-0.0354625,40.5629,40.5687,0.671835
887,pi0,111,0.403225,0.310532,26.0561,26.0615,0.50894
888,pi0,111,-0.00745991,-0.1185,14.6886,14.6897,0.118735
889,pi-,-211,0.0728396,-0.0300284,1.65756,1.66529,0.0787865
890,pi0,111,-0.286721,0.317032,15.5143,15.5207,0.427456
891,pi0,111,-0.0149761,0.0625315,0.981809,0.993128,0.0642999
892,pi-,-211,0.463732,-0.0986867,39.3291,39.3322,0.474117
893,pi-,-211,0.114417,0.080889,2.12723,2.1364,0.140122
894,pi-,-211,0.168332,-0.12476,6.8596,6.86422,0.209525
895,pi0,111,0.241445,0.257729,5.8924,5.90452,0.353157
896,pi-,-211,-0.0601056,-0.192098,3.34187,3.35083,0.201282
897,pi0,111,-0.322721,0.0628501,17.1226,17.1263,0.328784
898,pi0,111,0.105507,0.224589,4.10729,4.11699,0.248137
899,pi0,111,-0.228325,0.426318,13.149,13.1586,0.483611
900,pi-,-211,0.113537,-0.0996963,1.07432,1.09383,0.151096
901,pi-,-211,0.611054,-0.263206,27.0299,27.0385,0.66533
902,pi-,-211,0.38362,0.0986575,20.1776,20.182,0.396103
903,pi-,-211,0.342037,-0.182617,7.16096,7.1728,0.387735
904,pi-,-211,0.360442,-0.367061,40.9369,40.9404,0.514444
905,pi0,111,-0.112058,0.29216,9.05997,9.06638,0.312913
906,pi0,111,-0.218685,-0.00101445,1.59615,1.61671,0.218687
907,pi-,-211,-0.016368,-0.357147,31.7923,31.7946,0.357522
908,pi0,111,-0.0780926,0.45205,36.3858,36.389,0.458746
909,pi0,111,-0.238532,0.206561,10.4971,10.5027,0.315539
910,pi-,-211,-0.144164,0.0397652,11.7924,11.7942,0.149548
911,pi-,-211,-0.0876581,-0.0560194,5.37458,5.3774,0.104029
912,pi-,-211,0.230199,0.144712,22.285,22.287,0.271907
913,pi-,-211,-0.151503,0.076455,5.38433,5.38881,0.169701
914,pi-,-211,0.108247,0.250349,34.9722,34.9736,0.272749
915,pi-,-211,0.233939,-0.173874,14.3717,14.3754,0.291478
916,pi0,111,-0.0882479,-0.106281,4.71185,4.71581,0.138143
917,pi-,-211,-0.421048,0.33033,6.1704,6.19514,0.535163
918,pi-,-211,-0.024172,0.00796106,6.06425,6.06591,0.0254492
919,pi-,-211,-0.59377,0.0289911,16.4745,16.4858,0.594478
920,pi-,-211,-0.118798,-0.202532,20.5168,20.5186,0.234802
921,pi-,-211,0.190431,-0.141004,16.1904,16.1927,0.236952
922,pi0,111,-0.0302633,0.246025,13.7685,13.7714,0.24788
923,pi-,-211,-0.0438408,0.226215,7.5631,7.56789,0.230424
924,pi-,-211,0.224707,0.342847,44.4364,44.4385,0.409923
925,pi-,-211,-0.0706687,-0.199421,16.7917,16.7936,0.211573
926,pi0,111,0.28099,-0.0284642,9.53711,9.54224,0.282428
927,pi-,-211,0.356239,0.366479,10.2724,10.2861,0.51109
928,pi-,-211,-0.203567,0.207814,22.1147,22.117,0.290906
929,pi-,-211,0.352839,0.0116391,15.8136,15.8181,0.353031
930,pi-,-211,-0.210255,-0.0700965,1.84406,1.86257,0.221632
931,pi-,-211,-0.21642,0.120461,5.0621,5.07007,0.247687
932,pi-,-211,0.236081,-0.106978,5.81979,5.82723,0.259188
933,pi-,-211,-0.305566,0.341215,16.0968,16.104,0.458037
934,pi-,-211,0.259336,0.323697,40.8341,40.8365,0.414771
935,pi-,-211,0.0427064,0.129452,29.7376,29.7382,0.136315
936,pi0,111,0.267294,0.434166,22.9366,22.9427,0.509849
937,pi-,-211,0.0769007,0.0560916,9.96047,9.9619,0.0951839
938,pi0,111,-0.0467989,0.0528578,25.5024,25.5028,0.0705981
939,pi-,-211,-0.348175,0.122186,14.5955,14.6008,0.368992
940,pi-,-211,0.0898692,-0.0634191,30.6278,30.6283,0.109993
941,pi-,-211,-0.0464966,-0.226196,3.51556,3.5259,0.230926
942,pi-,-211,0.150286,0.16049,12.6831,12.6858,0.21987
943,pi-,-211,-0.142348,0.298608,3.66242,3.67998,0.330801
944,pi-,-211,0.0879156,-0.354993,2.91795,2.94409,0.365718
945,pi-,-211,-0.10798,-0.115134,8.64389,8.64646,0.157847
946,pi-,-211,0.0838341,-0.0613217,20.6127,20.6134,0.103868
947,pi-,-211,-0.163865,0.276865,9.87338,9.87961,0.321724
948,pi0,111,0.0266575,0.0955038,2.25842,2.26462,0.0991544
949,pi-,-211,-0.070578,0.0585853,3.24402,3.24832,0.0917251
950,pi-,-211,0.485425,0.294485,20.1752,20.1837,0.567767
951,pi0,111,-0.283901,-0.156425,13.0144,13.0192,0.324142
952,pi-,-211,0.102243,0.238034,27.8147,27.8162,0.259064
953,pi0,111,-0.0412048,-0.0389227,5.2767,5.27873,0.0566817
954,pi-,-211,0.142823,0.0853078,33.6587,33.6594,0.166361
955,pi0,111,-0.282381,0.14954,14.0921,14.0964,0.319533
956,pi-,-211,-0.0519404,-0.00349697,18.5524,18.553,0.0520579
957,pi-,-211,-0.102449,0.124476,12.4181,12.4199,0.161214
958,pi-,-211,0.197545,0.026038,4.07054,4.07781,0.199254
959,pi-,-211,-0.0835267,0.210308,6.44251,6.448,0.226288
960,pi-,-211,-1.01797,0.400646,35.4441,35.4613,1.09398
961,pi0,111,-9.28923e-05,-0.068661,1.59807,1.60523,0.0686611
962,pi-,-211,0.0953613,0.0164461,7.26003,7.26202,0.0967691
963,pi-,-211,0.0260049,-0.320793,2.71847,2.74101,0.321846
964,pi-,-211,-0.023808,0.310667,9.22396,9.23027,0.311578
965,pi-,-211,0.252134,0.509964,12.2419,12.2559,0.568889
966,pi0,111,0.147048,0.0870721,5.78633,5.79043,0.170894
967,pi0,111,-0.0597991,-0.0200296,31.7056,31.706,0.0630644
968,pi-,-211,-0.0111584,-0.24638,25.3551,25.3567,0.246633
969,pi-,-211,-0.429122,0.00507842,15.5739,15.5805,0.429152
970,pi-,-211,0.0337748,-0.0817934,2.12957,2.13598,0.0884924
971,pi0,111,-0.125357,0.127436,32.8353,32.8361,0.178758
972,pi-,-211,0.153871,0.571024,15.7047,15.7164,0.591392
973,pi-,-211,0.271204,0.0605568,19.5498,19.5523,0.277883
974,pi-,-211,0.117983,-0.378189,15.0797,15.0855,0.396165
975,pi0,111,-0.148498,0.401472,5.06311,5.08297,0.428056
976,pi-,-211,0.00195714,-0.00412799,6.53099,6.53249,0.00456845
977,pi-,-211,-0.347277,0.0720416,7.51319,7.52286,0.35467
978,pi-,-211,0.114327,0.332694,19.6955,19.6992,0.35179
979,pi0,111,0.00687134,0.0126149,0.917954,0.927936,0.0143649
980,pi-,-211,-0.134355,-0.0862058,6.88011,6.88338,0.159633
981,pi-,-211,-0.00627341,-0.212602,34.7181,34.719,0.212694
982,pi0,111,-0.4551,0.0871467,4.8654,4.88927,0.463369
983,pi0,111,-0.0712666,-0.198457,7.83044,7.83444,0.210866
984,pi-,-211,-0.092924,0.047219,7.50294,7.50496,0.104233
985,pi-,-211,-0.177481,-0.425389,32.4969,32.5004,0.460929
986,pi0,111,-0.115675,-0.0900893,17.5928,17.594,0.146618
987,pi-,-211,-0.179966,0.0513332,1.17433,1.19731,0.187144
988,pi0,111,-0.136641,0.0572221,17.3904,17.3916,0.148139
989,pi-,-211,-0.443386,-0.201988,11.7423,11.7532,0.487227
990,pi-,-211,-0.162314,0.173653,28.9785,28.9799,0.2377
991,pi-,-211,0.231609,-0.14932,21.3361,21.3383,0.275571
992,pi-,-211,-0.0276426,-0.399941,12.0244,12.0319,0.400895
993,pi-,-211,-0.312937,0.143523,5.09246,5.10599,0.34428
994,pi0,111,-0.135768,0.218155,34.578,34.5792,0.256953
995,pi0,111,-0.320022,0.147594,27.4733,27.4759,0.352418
996,pi0,111,0.32005,-0.517915,24.6043,24.6122,0.608825
997,pi-,-211,0.189155,0.099387,4.60065,4.60772,0.213676
998,pi-,-211,-0.248092,-0.173846,11.8918,11.8965,0.302939
999,pi-,-211,-0.0822382,0.78823,35.1041,35.1134,0.792508
1000,pi0,111,-0.144714,0.430929,25.8338,25.8382,0.454578
1001,pi0,111,-0.0363159,0.201458,6.56354,6.56812,0.204705
1002,pi-,-211,0.142831,0.0853834,2.04108,2.05261,0.166406
1003,pi0,111,-0.107966,-0.189708,11.1666,11.1696,0.218279
1004,pi-,-211,0.141016,0.487274,12.6119,12.6228,0.507269
1005,pi0,111,0.180025,-0.385062,21.4114,21.4161,0.425067
1006,pi-,-211,-0.0642292,-0.00440538,4.92764,4.93004,0.0643801
1007,pi-,-211,-0.13206,-0.590903,24.0491,24.0571,0.60548
1008,pi0,111,0.144767,-0.36514,19.766,19.7704,0.392791
1009,pi-,-211,-0.0270322,0.469009,26.71,26.7145,0.469788
1010,pi-,-211,0.338536,0.0859109,11.5779,11.5841,0.349267
1011,pi-,-211,-0.136118,-0.105138,1.46562,1.48226,0.171995
1012,pi-,-211,0.0916541,-0.0472503,2.46944,2.47553,0.103117
1013,pi-,-211,0.121323,-0.159423,1.0483,1.07636,0.200337
1014,pi-,-211,-0.306537,-0.0767373,18.5659,18.5691,0.315996
1015,pi-,-211,0.151163,-0.511608,18.3033,18.3116,0.533473
1016,pi0,111,-0.0604385,-0.0174229,1.37171,1.37977,0.0628997
1017,pi0,111,-0.260185,0.087061,10.5938,10.5982,0.274365
1018,pi-,-211,0.0676546,-0.113413,32.4362,32.4367,0.132059
1019,pi-,-211,0.0528562,-0.366589,23.4558,23.4591,0.37038
1020,pi-,-211,0.0541141,0.0885786,9.31946,9.32109,0.1038
1021,pi-,-211,0.162365,-0.158087,18.4021,18.404,0.226614
1022,pi-,-211,0.0557988,-0.0101133,1.76189,1.76832,0.0567079
1023,pi-,-211,-0.331964,0.20681,11.1471,11.1548,0.391114
1024,pi-,-211,-0.0190964,0.215139,1.54399,1.56526,0.215985
1025,pi-,-211,-0.143191,0.310172,7.03914,7.04881,0.341629
1026,pi-,-211,-0.0123382,-0.214385,10.0493,10.0526,0.21474
1027,pi-,-211,0.0503838,-0.0124259,18.6231,18.6237,0.0518935
1028,pi-,-211,-0.296812,0.143427,18.5659,18.5693,0.329649
1029,pi-,-211,-0.129542,0.0525975,2.92884,2.9355,0.139813
1030,pi-,-211,-0.361746,-0.0433657,31.0547,31.0572,0.364336
1031,pi-,-211,0.000513419,0.257777,4.64517,4.65441,0.257777
1032,pi-,-211,0.0457411,0.266225,5.46856,5.477,0.270125
1033,pi0,111,-0.0332169,-0.0721416,5.9567,5.95876,0.0794215
1034,pi0,111,-0.509992,0.0382917,7.04805,7.06787,0.511428
1035,pi-,-211,-0.441659,-0.279169,22.9041,22.9105,0.522492
1036,pi-,-211,0.435897,0.440687,11.2488,11.2668,0.619848
1037,pi-,-211,-0.401988,0.103647,33.6832,33.686,0.415135
1038,pi-,-211,-0.175846,0.139289,2.84048,2.85274,0.224329
1039,pi-,-211,0.442375,-0.0441892,9.57198,9.58331,0.444577
1040,pi0,111,-0.380875,0.0504179,10.5148,10.5226,0.384198
1041,pi0,111,-0.17901,0.0650552,23.4403,23.4415,0.190465
1042,pi-,-211,0.260626,0.100222,3.72897,3.74201,0.279231
1043,pi-,-211,0.293113,-0.128749,8.68185,8.68887,0.320143
1044,pi-,-211,-0.0570854,0.0970105,29.878,29.8785,0.11256
1045,pi0,111,-0.00983031,0.185328,31.3646,31.3655,0.185589
1046,pi0,111,0.242695,0.0656624,1.67584,1.69996,0.251421
1047,pi-,-211,0.127298,0.00207381,9.61168,9.61354,0.127315
1048,pi0,111,-0.218197,-0.101374,5.01259,5.02018,0.240597
1049,pi-,-211,0.191423,-0.100665,20.9688,20.9704,0.216278
1050,pi-,-211,-0.113631,-0.332845,16.692,16.6963,0.351707
1051,pi-,-211,-0.0479895,-0.170436,27.4255,27.4264,0.177064
1052,pi-,-211,-0.0769649,0.141016,2.46001,2.4692,0.160652
1053,pi0,111,0.143437,-0.173051,9.70773,9.71127,0.224768
1054,pi0,111,-0.000169763,-0.417469,9.28042,9.29079,0.417469
1055,pi-,-211,-0.130671,-0.365172,10.0567,10.0651,0.387847
1056,pi0,111,0.220784,-0.439631,34.3926,34.3964,0.491956
1057,pi-,-211,-0.231457,0.0434338,6.82332,6.82881,0.235497
1058,pi-,-211,-0.00837742,0.133208,3.29541,3.30106,0.133472
1059,pi-,-211,0.0936419,-0.0819486,6.92906,6.93159,0.124436
1060,pi-,-211,-0.10846,-0.178251,0.803576,0.841874,0.208656
1061,pi-,-211,0.268626,0.117511,38.9359,38.9373,0.293205
1062,pi-,-211,-0.213378,0.139294,11.5497,11.5534,0.25482
1063,pi-,-211,0.143952,0.404362,14.2636,14.2707,0.429221
1064,pi-,-211,-0.268366,-0.146109,9.29902,9.30508,0.305562
1065,pi-,-211,-0.164241,-0.47755,18.1554,18.163,0.505004
1066,pi-,-211,0.0741991,-0.100011,22.6222,22.6229,0.12453
1067,pi-,-211,-0.0402353,0.202331,0.946635,0.978853,0.206293
1068,pi0,111,-0.0837956,-0.177726,1.84765,1.86297,0.196489
1069,pi0,111,-0.368562,-0.19098,19.2488,19.2538,0.415104
1070,pi-,-211,0.322169,-0.322384,26.9831,26.9873,0.455768
1071,pi0,111,0.347276,0.192364,5.21135,5.22819,0.396995
1072,pi-,-211,0.100204,-0.231981,1.19791,1.23221,0.252697
1073,pi0,111,-0.0723309,-0.215912,43.3247,43.3255,0.227705
1074,pi-,-211,0.0903746,-0.236493,43.2552,43.2562,0.253173
1075,pi0,111,0.224501,-0.0173017,19.1707,19.1725,0.225167
1076,pi-,-211,0.26961,0.0347284,3.979,3.99072,0.271838
1077,pi0,111,0.308115,0.487334,40.093,40.0973,0.576567
1078,pi-,-211,0.467282,0.234361,12.931,12.9424,0.522759
1079,pi-,-211,-0.0100996,0.028358,0.455948,0.477781,0.0301028
1080,pi0,111,-0.042253,0.589521,7.49804,7.52251,0.591033
1081,pi0,111,-0.291057,0.0382208,1.92649,1.9534,0.293556
1082,pi-,-211,-0.629526,-0.0869605,25.5237,25.532,0.635504
1083,pi0,111,0.0911035,0.127724,19.2213,19.2224,0.156886
1084,pi-,-211,0.13665,0.164632,4.92756,4.93418,0.213955
1085,pi0,111,-0.0880854,-0.257126,9.30124,9.30619,0.271795
1086,pi-,-211,-0.582298,-0.0647589,23.4093,23.417,0.585888
1087,pi-,-211,0.148045,0.000106712,0.899627,0.922348,0.148045
1088,pi-,-211,-0.00656497,0.113723,11.5605,11.5619,0.113912
1089,pi-,-211,-0.0929207,-0.32938,2.69367,2.71891,0.342236
1090,pi-,-211,-0.196855,0.342074,30.9242,30.927,0.394673
1091,pi0,111,-0.25134,-0.182571,10.3903,10.3959,0.310651
1092,pi-,-211,-0.0261233,0.28407,9.40565,9.41101,0.285269
1093,pi0,111,0.0712646,-0.271564,17.1227,17.1255,0.280759
1094,pi-,-211,-0.0456962,0.362081,14.0687,14.0742,0.364953
1095,pi-,-211,-0.1635,0.262248,11.7753,11.7802,0.309041
1096,pi-,-211,-0.194306,-0.321248,15.7361,15.7412,0.37544
1097,pi-,-211,0.560721,-0.412985,5.70607,5.7501,0.696395
1098,pi0,111,0.235438,-0.0893989,2.70038,2.71545,0.251839
1099,pi-,-211,0.0909429,-0.570192,35.3445,35.3495,0.577399
1100,pi-,-211,-0.000111775,-0.0955986,6.92341,6.92548,0.0955986
1101,pi-,-211,-0.248939,0.272597,17.093,17.0975,0.369161
1102,pi-,-211,0.145067,-0.136281,10.3157,10.3186,0.19904
1103,pi-,-211,0.258457,0.0511477,31.5072,31.5086,0.26347
1104,pi-,-211,-0.459858,-0.0245372,17.2397,17.2464,0.460512
1105,pi-,-211,-0.174696,0.125487,10.6295,10.6326,0.215095
1106,pi-,-211,-0.187716,0.672738,18.7742,18.7877,0.698437
1107,pi-,-211,-0.351871,-0.11871,8.22071,8.23028,0.371357
1108,pi0,111,0.229789,-0.20032,5.76855,5.77817,0.304846
1109,pi-,-211,0.221268,-0.126858,7.41098,7.41668,0.255054
1110,pi-,-211,-0.134266,-0.0612427,6.20355,6.20688,0.147574
1111,pi-,-211,0.25358,-0.398587,18.8992,18.9056,0.472413
1112,pi-,-211,0.155449,-0.119198,7.74048,7.74421,0.19589
1113,pi-,-211,0.482315,-0.0595794,12.1893,12.1998,0.485981
1114,pi-,-211,0.188264,-0.330703,12.4147,12.4213,0.380536
1115,pi-,-211,-0.276107,0.187622,8.18138,8.18938,0.333822
1116,pi-,-211,-0.298271,0.427768,14.7995,14.8094,0.521489
1117,pi0,111,-0.362101,0.0315987,28.9751,28.9777,0.363477
1118,pi0,111,-0.21683,0.552301,19.6446,19.654,0.593339
1119,pi-,-211,-0.084695,0.200307,8.66145,8.6653,0.217477
1120,pi0,111,-0.340993,-0.134598,10.838,10.8451,0.366596
1121,pi-,-211,0.0723829,-0.232848,24.2017,24.2033,0.243839
1122,pi-,-211,-0.360022,-0.0612359,14.2664,14.2718,0.365193
1123,pi-,-211,0.215977,-0.334876,14.8058,14.8118,0.398482
1124,pi0,111,-0.256965,-0.349237,15.6557,15.6623,0.433587
1125,pi-,-211,0.544461,-0.132082,6.23273,6.25941,0.560253
1126,pi0,111,-0.0949311,0.345261,26.3548,26.3576,0.358074
1127,pi0,111,0.10975,-0.0470479,8.6287,8.63058,0.119409
1128,pi-,-211,-0.390288,0.0378136,6.27448,6.28827,0.392115
1129,pi-,-211,0.400888,-0.122777,6.62811,6.64282,0.419267
1130,pi-,-211,-0.143246,-0.117168,4.88483,4.89032,0.185062
1131,pi-,-211,-0.0683071,0.345387,35.9603,35.9623,0.352076
1132,pi-,-211,-0.0874418,-0.0961174,11.0376,11.0392,0.129941
1133,pi-,-211,-0.0962734,0.20896,9.26744,9.27134,0.230071
1134,pi0,111,0.0895695,0.15122,18.1242,18.1256,0.175756
1135,pi-,-211,0.230829,-0.276611,19.3215,19.3254,0.360271
1136,pi0,111,0.474414,-0.36858,26.0505,26.0578,0.600766
1137,pi-,-211,0.223244,0.615418,13.6612,13.6776,0.654659
1138,pi0,111,0.160011,0.152033,4.58427,4.59156,0.220721
1139,pi0,111,-0.184878,-0.0156599,9.56541,9.56816,0.18554
1140,pi-,-211,-0.247703,0.497898,18.6471,18.6559,0.556111
1141,pi0,111,-0.347956,0.62168,14.1032,14.1218,0.712431
1142,pi0,111,-0.263023,-0.308785,11.1374,11.1456,0.405622
1143,pi0,111,-0.0442727,-0.152795,2.02829,2.03899,0.15908
1144,pi0,111,0.150135,-0.18419,3.82616,3.83591,0.237627
1145,pi-,-211,0.250328,-0.497013,29.2933,29.2989,0.556494
1146,pi-,-211,0.494662,0.215546,13.1574,13.1692,0.539584
1147,pi-,-211,0.217296,-0.409343,24.7495,24.7542,0.463443
1148,pi-,-211,0.0500017,0.0699177,1.82826,1.83559,0.0859573
1149,pi-,-211,-0.1641,-0.00729525,3.41175,3.41856,0.164262
1150,pi-,-211,0.343667,0.124753,9.28494,9.29318,0.36561
1151,pi-,-211,0.111579,0.0380854,1.04072,1.05664,0.1179
1152,pi0,111,0.107165,0.0644857,9.83436,9.83608,0.125071
1153,pi-,-211,-0.00720046,0.135593,19.0887,19.0897,0.135784
1154,pi-,-211,-0.224253,-0.228379,7.12035,7.12891,0.320072
1155,pi-,-211,-0.352768,0.2613,11.1256,11.1351,0.439002
1156,pi-,-211,-0.110651,-0.00792975,2.1058,2.11334,0.110935
1157,pi-,-211,-0.245424,0.368006,6.2734,6.29052,0.442336
1158,pi-,-211,0.105115,0.325683,22.7219,22.725,0.342226
1159,pi-,-211,0.00454548,0.107393,5.35604,5.35894,0.107489
1160,pi0,111,-0.168546,-0.292976,14.3531,14.3577,0.337998
1161,pi-,-211,-0.12902,0.250177,8.41594,8.4218,0.281487
1162,pi-,-211,-0.276155,-0.13375,14.6649,14.6687,0.30684
1163,pi0,111,-0.107618,0.112739,1.88387,1.89512,0.155858
1164,pi-,-211,0.266583,-0.512988,15.9359,15.947,0.57812
1165,pi-,-211,0.154079,-0.234655,44.2255,44.2267,0.28072
1166,pi0,111,0.536959,-0.020741,16.4489,16.4582,0.537359
1167,pi-,-211,-0.316278,-0.00714281,11.8351,11.8401,0.316358
1168,pi0,111,0.104368,-0.119993,26.1852,26.186,0.159031
1169,pi-,-211,0.205142,0.0357205,10.7308,10.7338,0.208228
1170,pi-,-211,-0.281052,-0.185203,7.0075,7.01696,0.336586
1171,pi-,-211,-0.107058,-0.0209681,5.30294,5.30589,0.109093
1172,pi-,-211,-0.0327646,0.286193,26.0979,26.0999,0.288062
1173,pi-,-211,-0.263203,-0.0814288,16.6956,16.6984,0.275511
1174,pi0,111,-0.055144,-0.0213469,2.18059,2.18557,0.0591316
1175,pi-,-211,0.204183,0.0532804,8.47942,8.4832,0.21102
1176,pi0,111,-0.0898189,-0.2475,29.1946,29.1961,0.263294
1177,pi-,-211,-0.0490349,-0.0381431,1.94135,1.94735,0.0621234
1178,pi0,111,0.173282,0.042479,10.1696,10.172,0.178412
1179,pi0,111,-0.307395,0.0350931,8.78246,8.78894,0.309392
1180,pi-,-211,-0.894099,0.47369,15.9487,15.9814,1.01183
1181,pi-,-211,0.0819028,-0.0320746,30.6725,30.6729,0.0879594
1182,pi-,-211,-0.20794,0.126969,4.73981,4.74812,0.243639
1183,pi0,111,-0.257945,-0.191997,42.1524,42.1538,0.321556
1184,pi0,111,0.452588,-0.386686,15.9837,15.9954,0.595283
1185,pi0,111,0.0991881,0.304824,13.9367,13.9411,0.320555
1186,pi-,-211,0.0547383,0.657221,34.0504,34.0571,0.659497
1187,pi-,-211,0.516906,0.229906,27.6812,27.6874,0.565728
1188,pi-,-211,0.251287,-0.0333272,1.52805,1.55521,0.253488
1189,pi-,-211,-0.373226,0.0711451,42.5537,42.5556,0.379946
1190,pi-,-211,0.396351,0.0449992,5.33263,5.34935,0.398897
1191,pi-,-211,0.339533,0.0876376,30.7669,30.7692,0.350661
1192,pi-,-211,0.0189169,-0.156993,2.09592,2.1065,0.158129
1193,pi0,111,0.0912037,0.287372,8.60045,8.60679,0.301497
1194,pi-,-211,0.0840507,-0.0868129,7.85169,7.85386,0.120835
1195,pi0,111,-0.360375,0.039253,8.44867,8.45752,0.362506
1196,pi-,-211,0.51441,-0.334502,37.9303,37.9355,0.613604
1197,pi-,-211,0.042788,0.0607348,4.01264,4.01575,0.0742935
1198,pi0,111,-0.171373,-0.0806378,1.08209,1.1068,0.189397
1199,pi-,-211,-0.433116,0.189432,12.4456,12.4554,0.472731
1200,pi0,111,0.0568324,-0.281082,12.9835,12.9874,0.28677
1201,pi-,-211,0.224514,0.194228,13.4733,13.4773,0.296868
1202,pi0,111,-0.136726,-0.143055,3.01281,3.02232,0.197886
1203,pi0,111,0.18135,0.469926,17.7952,17.8028,0.503705
1204,pi-,-211,-0.315952,0.231407,15.4695,15.475,0.391631
1205,pi-,-211,0.228509,0.0750378,4.99645,5.00418,0.240514
1206,pi-,-211,-0.0964141,0.432339,43.0687,43.0712,0.442959
1207,pi-,-211,-0.208045,0.202319,13.5166,13.5204,0.290199
1208,pi-,-211,-0.171567,-0.353466,23.745,23.7486,0.392903
1209,pi-,-211,0.37115,-0.018614,5.40705,5.4216,0.371617
1210,pi-,-211,0.0508572,-0.233991,23.9404,23.942,0.239454
1211,pi-,-211,0.0903457,0.341082,35.9383,35.9403,0.352844
1212,pi-,-211,-0.121834,0.236013,9.33201,9.33684,0.265604
1213,pi0,111,-0.329143,0.0540917,38.994,38.9956,0.333558
1214,pi-,-211,0.0921358,0.101943,3.34067,3.34641,0.137409
1215,pi0,111,0.113563,-0.186691,0.926566,0.961507,0.218517
1216,pi0,111,0.119285,-0.0440936,6.0853,6.08813,0.127173
1217,pi0,111,0.315429,0.0231121,8.45032,8.45732,0.316274
1218,pi-,-211,-0.160456,0.217877,39.4025,39.4036,0.270586
1219,pi0,111,0.0804289,0.00243453,3.91332,3.91647,0.0804657
1220,pi-,-211,0.434202,-0.34888,16.2306,16.2407,0.557
1221,pi0,111,-0.302834,-0.415967,16.0001,16.0089,0.514526
1222,pi0,111,0.26048,0.421854,20.7595,20.7658,0.495793
1223,pi-,-211,-0.173862,-0.438011,34.3115,34.315,0.471255
1224,pi-,-211,-0.302899,0.155619,21.9114,21.9145,0.340536
1225,pi-,-211,0.525413,0.301118,24.0999,24.1079,0.605583
1226,pi-,-211,-0.248035,-0.333105,29.8093,29.8126,0.415307
1227,pi-,-211,0.311094,0.00269362,12.4881,12.4927,0.311106
1228,pi-,-211,0.075938,0.184495,17.6633,17.665,0.199512
